altura,latitud,longitud
1919,-88.4999080939,2.19095913456
1918,-88.5007364158,2.18879699263
1917,-88.5015646936,2.18663546221
1916,-88.5023929273,2.1844745433
1915,-88.5032211169,2.18231423587
1914,-88.5040492624,2.18015453994
1913,-88.5048773639,2.1779954555
1912,-88.5057054215,2.17583698253
1911,-88.5065334352,2.17367912103
1910,-88.507361405,2.171521871
1909,-88.508189331,2.16936523243
1908,-88.5090172132,2.16720920531
1907,-88.5098450517,2.16505378964
1906,-88.5106728465,2.16289898542
1905,-88.5115005976,2.16074479262
1904,-88.5123283052,2.15859121126
1903,-88.5131559693,2.15643824133
1902,-88.5139835898,2.15428588281
1901,-88.5148111669,2.1521341357
1900,-88.5156387006,2.149983
1899,-88.5164661909,2.1478324757
1898,-88.5172936379,2.14568256279
1897,-88.5181210417,2.14353326127
1896,-88.5189484022,2.14138457114
1895,-88.5197757195,2.13923649237
1894,-88.5206029937,2.13708902498
1893,-88.5214302249,2.13494216896
1892,-88.5222574129,2.13279592429
1891,-88.523084558,2.13065029097
1890,-88.5239116602,2.128505269
1889,-88.5247387194,2.12636085837
1888,-88.5255657358,2.12421705907
1887,-88.5263927093,2.1220738711
1886,-88.5272196401,2.11993129446
1885,-88.5280465282,2.11778932912
1884,-88.5288733735,2.1156479751
1883,-88.5297001763,2.11350723239
1882,-88.5305269365,2.11136710097
1881,-88.5313536541,2.10922758084
1880,-88.5321803292,2.107088672
1879,-88.5330069619,2.10495037444
1878,-88.5338335521,2.10281268815
1877,-88.5346601,2.10067561313
1876,-88.5354866056,2.09853914938
1875,-88.5363130689,2.09640329687
1874,-88.53713949,2.09426805562
1873,-88.5379658689,2.09213342562
1872,-88.5387922057,2.08999940685
1871,-88.5396185003,2.08786599931
1870,-88.5404447529,2.085733203
1869,-88.5412709636,2.08360101791
1868,-88.5420971322,2.08146944403
1867,-88.542923259,2.07933848136
1866,-88.5437493438,2.0772081299
1865,-88.5445753869,2.07507838962
1864,-88.5454013882,2.07294926054
1863,-88.5462273477,2.07082074265
1862,-88.5470532656,2.06869283593
1861,-88.5478791418,2.06656554038
1860,-88.5487049764,2.064438856
1859,-88.5495307694,2.06231278278
1858,-88.550356521,2.06018732071
1857,-88.5511822311,2.05806246979
1856,-88.5520078997,2.05593823002
1855,-88.552833527,2.05381460137
1854,-88.5536591129,2.05169158386
1853,-88.5544846576,2.04956917748
1852,-88.555310161,2.04744738221
1851,-88.5561356232,2.04532619805
1850,-88.5569610443,2.043205625
1849,-88.5577864242,2.04108566305
1848,-88.5586117631,2.03896631219
1847,-88.559437061,2.03684757242
1846,-88.5602623179,2.03472944374
1845,-88.5610875338,2.03261192612
1844,-88.5619127089,2.03049501958
1843,-88.5627378431,2.02837872411
1842,-88.5635629366,2.02626303969
1841,-88.5643879892,2.02414796632
1840,-88.5652130012,2.022033504
1839,-88.5660379725,2.01991965272
1838,-88.5668629031,2.01780641247
1837,-88.5676877932,2.01569378325
1836,-88.5685126428,2.01358176506
1835,-88.5693374518,2.01147035787
1834,-88.5701622204,2.0093595617
1833,-88.5709869487,2.00724937654
1832,-88.5718116365,2.00513980237
1831,-88.572636284,2.00303083919
1830,-88.5734608913,2.000922487
1829,-88.5742854584,1.99881474579
1828,-88.5751099852,1.99670761555
1827,-88.5759344719,1.99460109628
1826,-88.5767589186,1.99249518798
1825,-88.5775833251,1.99038989062
1824,-88.5784076917,1.98828520422
1823,-88.5792320183,1.98618112877
1822,-88.580056305,1.98407766425
1821,-88.5808805518,1.98197481066
1820,-88.5817047588,1.979872568
1819,-88.5825289259,1.97777093626
1818,-88.5833530534,1.97566991543
1817,-88.5841771411,1.97356950551
1816,-88.5850011892,1.9714697065
1815,-88.5858251977,1.96937051837
1814,-88.5866491666,1.96727194114
1813,-88.5874730959,1.9651739748
1812,-88.5882969858,1.96307661933
1811,-88.5891208363,1.96097987473
1810,-88.5899446473,1.958883741
1809,-88.590768419,1.95678821813
1808,-88.5915921514,1.95469330611
1807,-88.5924158445,1.95259900494
1806,-88.5932394984,1.95050531462
1805,-88.5940631131,1.94841223512
1804,-88.5948866887,1.94631976646
1803,-88.5957102252,1.94422790863
1802,-88.5965337226,1.94213666161
1801,-88.597357181,1.9400460254
1800,-88.5981806005,1.937956
1799,-88.5990039811,1.9358665854
1798,-88.5998273227,1.93377778159
1797,-88.6006506256,1.93168958857
1796,-88.6014738896,1.92960200634
1795,-88.6022971149,1.92751503487
1794,-88.6031203015,1.92542867418
1793,-88.6039434494,1.92334292426
1792,-88.6047665587,1.92125778509
1791,-88.6055896295,1.91917325667
1790,-88.6064126617,1.917089339
1789,-88.6072356554,1.91500603207
1788,-88.6080586107,1.91292333587
1787,-88.6088815275,1.9108412504
1786,-88.6097044061,1.90875977566
1785,-88.6105272462,1.90667891162
1784,-88.6113500482,1.9045986583
1783,-88.6121728118,1.90251901569
1782,-88.6129955373,1.90043998377
1781,-88.6138182247,1.89836156254
1780,-88.6146408739,1.896283752
1779,-88.6154634851,1.89420655214
1778,-88.6162860583,1.89212996295
1777,-88.6171085935,1.89005398443
1776,-88.6179310907,1.88797861658
1775,-88.6187535501,1.88590385937
1774,-88.6195759716,1.88382971282
1773,-88.6203983553,1.88175617692
1772,-88.6212207013,1.87968325165
1771,-88.6220430095,1.87761093701
1770,-88.6228652801,1.875539233
1769,-88.623687513,1.87346813961
1768,-88.6245097083,1.87139765683
1767,-88.6253318661,1.86932778466
1766,-88.6261539864,1.8672585231
1765,-88.6269760692,1.86518987212
1764,-88.6277981146,1.86312183174
1763,-88.6286201226,1.86105440195
1762,-88.6294420932,1.85898758273
1761,-88.6302640266,1.85692137408
1760,-88.6310859227,1.854855776
1759,-88.6319077816,1.85279078848
1758,-88.6327296034,1.85072641151
1757,-88.633551388,1.84866264509
1756,-88.6343731355,1.84659948922
1755,-88.635194846,1.84453694387
1754,-88.6360165195,1.84247500906
1753,-88.636838156,1.84041368478
1752,-88.6376597556,1.83835297101
1751,-88.6384813183,1.83629286775
1750,-88.6393028442,1.834233375
1749,-88.6401243333,1.83217449275
1748,-88.6409457857,1.83011622099
1747,-88.6417672014,1.82805855972
1746,-88.6425885804,1.82600150894
1745,-88.6434099227,1.82394506862
1744,-88.6442312285,1.82188923878
1743,-88.6450524978,1.81983401941
1742,-88.6458737305,1.81777941049
1741,-88.6466949268,1.81572541202
1740,-88.6475160867,1.813672024
1739,-88.6483372102,1.81161924642
1738,-88.6491582974,1.80956707927
1737,-88.6499793483,1.80751552255
1736,-88.650800363,1.80546457626
1735,-88.6516213414,1.80341424037
1734,-88.6524422837,1.8013645149
1733,-88.6532631899,1.79931539984
1732,-88.65408406,1.79726689517
1731,-88.654904894,1.79521900089
1730,-88.6557256921,1.793171717
1729,-88.6565464542,1.79112504349
1728,-88.6573671803,1.78907898035
1727,-88.6581878706,1.78703352758
1726,-88.6590085251,1.78498868518
1725,-88.6598291438,1.78294445312
1724,-88.6606497268,1.78090083142
1723,-88.661470274,1.77885782007
1722,-88.6622907856,1.77681541905
1721,-88.6631112615,1.77477362836
1720,-88.6639317019,1.772732448
1719,-88.6647521067,1.77069187796
1718,-88.6655724761,1.76865191823
1717,-88.6663928099,1.76661256881
1716,-88.6672131084,1.7645738297
1715,-88.6680333715,1.76253570087
1714,-88.6688535992,1.76049818234
1713,-88.6696737916,1.7584612741
1712,-88.6704939488,1.75642497613
1711,-88.6713140708,1.75438928843
1710,-88.6721341576,1.752354211
1709,-88.6729542093,1.75031974383
1708,-88.6737742259,1.74828588691
1707,-88.6745942075,1.74625264024
1706,-88.675414154,1.74422000382
1705,-88.6762340656,1.74218797762
1704,-88.6770539423,1.74015656166
1703,-88.677873784,1.73812575593
1702,-88.678693591,1.73609556041
1701,-88.6795133631,1.7340659751
1700,-88.6803331004,1.732037
1699,-88.6811528031,1.7300086351
1698,-88.6819724711,1.72798088039
1697,-88.6827921044,1.72595373587
1696,-88.6836117031,1.72392720154
1695,-88.6844312673,1.72190127737
1694,-88.6852507969,1.71987596338
1693,-88.6860702921,1.71785125956
1692,-88.6868897529,1.71582716589
1691,-88.6877091792,1.71380368237
1690,-88.6885285712,1.711780809
1689,-88.6893479289,1.70975854577
1688,-88.6901672523,1.70773689267
1687,-88.6909865415,1.7057158497
1686,-88.6918057965,1.70369541686
1685,-88.6926250173,1.70167559412
1684,-88.6934442041,1.6996563815
1683,-88.6942633567,1.69763777899
1682,-88.6950824753,1.69561978657
1681,-88.69590156,1.69360240424
1680,-88.6967206107,1.691585632
1679,-88.6975396275,1.68956946984
1678,-88.6983586104,1.68755391775
1677,-88.6991775594,1.68553897573
1676,-88.6999964747,1.68352464378
1675,-88.7008153563,1.68151092187
1674,-88.7016342041,1.67949781002
1673,-88.7024530183,1.67748530822
1672,-88.7032717988,1.67547341645
1671,-88.7040905458,1.67346213471
1670,-88.7049092592,1.671451463
1669,-88.7057279391,1.66944140131
1668,-88.7065465856,1.66743194963
1667,-88.7073651986,1.66542310796
1666,-88.7081837782,1.6634148763
1665,-88.7090023245,1.66140725462
1664,-88.7098208374,1.65940024294
1663,-88.7106393172,1.65739384125
1662,-88.7114577636,1.65538804953
1661,-88.7122761769,1.65338286778
1660,-88.7130945571,1.651378296
1659,-88.7139129041,1.64937433418
1658,-88.7147312181,1.64737098231
1657,-88.715549499,1.64536824039
1656,-88.716367747,1.64336610842
1655,-88.717185962,1.64136458637
1654,-88.7180041441,1.63936367426
1653,-88.7188222933,1.63736337208
1652,-88.7196404097,1.63536367981
1651,-88.7204584933,1.63336459745
1650,-88.7212765442,1.631366125
1649,-88.7220945623,1.62936826245
1648,-88.7229125478,1.62737100979
1647,-88.7237305006,1.62537436702
1646,-88.7245484209,1.62337833414
1645,-88.7253663086,1.62138291112
1644,-88.7261841638,1.61938809798
1643,-88.7270019865,1.61739389471
1642,-88.7278197768,1.61540030129
1641,-88.7286375347,1.61340731772
1640,-88.7294552603,1.611414944
1639,-88.7302729535,1.60942318012
1638,-88.7310906144,1.60743202607
1637,-88.7319082431,1.60544148185
1636,-88.7327258397,1.60345154746
1635,-88.733543404,1.60146222287
1634,-88.7343609362,1.5994735081
1633,-88.7351784364,1.59748540314
1632,-88.7359959045,1.59549790797
1631,-88.7368133406,1.59351102259
1630,-88.7376307448,1.591524747
1629,-88.738448117,1.58953908119
1628,-88.7392654574,1.58755402515
1627,-88.7400827659,1.58556957888
1626,-88.7409000426,1.58358574238
1625,-88.7417172875,1.58160251562
1624,-88.7425345007,1.57961989862
1623,-88.7433516822,1.57763789137
1622,-88.7441688321,1.57565649385
1621,-88.7449859504,1.57367570606
1620,-88.745803037,1.571695528
1619,-88.7466200922,1.56971595966
1618,-88.7474371158,1.56773700103
1617,-88.7482541081,1.56575865211
1616,-88.7490710688,1.5637809129
1615,-88.7498879982,1.56180378337
1614,-88.7507048963,1.55982726354
1613,-88.7515217631,1.5578513534
1612,-88.7523385986,1.55587605293
1611,-88.7531554029,1.55390136213
1610,-88.753972176,1.551927281
1609,-88.7547889179,1.54995380953
1608,-88.7556056288,1.54798094771
1607,-88.7564223086,1.54600869554
1606,-88.7572389573,1.54403705302
1605,-88.7580555751,1.54206602012
1604,-88.7588721619,1.54009559686
1603,-88.7596887178,1.53812578323
1602,-88.7605052428,1.53615657921
1601,-88.761321737,1.5341879848
1600,-88.7621382004,1.53222
1599,-88.762954633,1.5302526248
1598,-88.7637710349,1.52828585919
1597,-88.7645874061,1.52631970317
1596,-88.7654037467,1.52435415674
1595,-88.7662200567,1.52238921987
1594,-88.7670363361,1.52042489258
1593,-88.767852585,1.51846117486
1592,-88.7686688033,1.51649806669
1591,-88.7694849913,1.51453556807
1590,-88.7703011488,1.512573679
1589,-88.7711172759,1.51061239947
1588,-88.7719333727,1.50865172947
1587,-88.7727494392,1.506691669
1586,-88.7735654754,1.50473221806
1585,-88.7743814814,1.50277337662
1584,-88.7751974573,1.5008151447
1583,-88.7760134029,1.49885752229
1582,-88.7768293185,1.49690050937
1581,-88.777645204,1.49494410594
1580,-88.7784610594,1.492988312
1579,-88.7792768849,1.49103312754
1578,-88.7800926804,1.48907855255
1577,-88.7809084459,1.48712458703
1576,-88.7817241816,1.48517123098
1575,-88.7825398875,1.48321848437
1574,-88.7833555635,1.48126634722
1573,-88.7841712098,1.47931481952
1572,-88.7849868263,1.47736390125
1571,-88.7858024132,1.47541359241
1570,-88.7866179704,1.473463893
1569,-88.7874334979,1.47151480301
1568,-88.7882489959,1.46956632243
1567,-88.7890644644,1.46761845126
1566,-88.7898799033,1.4656711895
1565,-88.7906953128,1.46372453712
1564,-88.7915106928,1.46177849414
1563,-88.7923260435,1.45983306055
1562,-88.7931413647,1.45788823633
1561,-88.7939566567,1.45594402148
1560,-88.7947719194,1.454000416
1559,-88.7955871529,1.45205741988
1558,-88.7964023571,1.45011503311
1557,-88.7972175322,1.44817325569
1556,-88.7980326781,1.44623208762
1555,-88.798847795,1.44429152887
1554,-88.7996628828,1.44235157946
1553,-88.8004779415,1.44041223938
1552,-88.8012929713,1.43847350861
1551,-88.8021079722,1.43653538715
1550,-88.8029229441,1.434597875
1549,-88.8037378872,1.43266097215
1548,-88.8045528014,1.43072467859
1547,-88.8053676869,1.42878899432
1546,-88.8061825435,1.42685391934
1545,-88.8069973715,1.42491945362
1544,-88.8078121708,1.42298559718
1543,-88.8086269414,1.42105235001
1542,-88.8094416834,1.41911971209
1541,-88.8102563969,1.41718768342
1540,-88.8110710818,1.415256264
1539,-88.8118857382,1.41332545382
1538,-88.8127003662,1.41139525287
1537,-88.8135149657,1.40946566115
1536,-88.8143295368,1.40753667866
1535,-88.8151440796,1.40560830537
1534,-88.8159585941,1.4036805413
1533,-88.8167730803,1.40175338644
1532,-88.8175875382,1.39982684077
1531,-88.818401968,1.39790090429
1530,-88.8192163695,1.395975577
1529,-88.820030743,1.39405085889
1528,-88.8208450883,1.39212674995
1527,-88.8216594056,1.39020325018
1526,-88.8224736949,1.38828035958
1525,-88.8232879562,1.38635807812
1524,-88.8241021896,1.38443640582
1523,-88.824916395,1.38251534267
1522,-88.8257305725,1.38059488865
1521,-88.8265447223,1.37867504376
1520,-88.8273588442,1.376755808
1519,-88.8281729383,1.37483718136
1518,-88.8289870048,1.37291916383
1517,-88.8298010435,1.37100175541
1516,-88.8306150546,1.3690849561
1515,-88.831429038,1.36716876587
1514,-88.8322429939,1.36525318474
1513,-88.8330569223,1.3633382127
1512,-88.8338708231,1.36142384973
1511,-88.8346846964,1.35951009583
1510,-88.8354985423,1.357596951
1509,-88.8363123608,1.35568441523
1508,-88.837126152,1.35377248851
1507,-88.8379399158,1.35186117084
1506,-88.8387536523,1.34995046222
1505,-88.8395673616,1.34804036262
1504,-88.8403810436,1.34613087206
1503,-88.8411946985,1.34422199053
1502,-88.8420083262,1.34231371801
1501,-88.8428219268,1.3404060545
1500,-88.8436355003,1.338499
1499,-88.8444490468,1.3365925545
1498,-88.8452625663,1.33468671799
1497,-88.8460760588,1.33278149047
1496,-88.8468895244,1.33087687194
1495,-88.8477029631,1.32897286237
1494,-88.8485163749,1.32706946178
1493,-88.8493297599,1.32516667016
1492,-88.8501431181,1.32326448749
1491,-88.8509564496,1.32136291377
1490,-88.8517697543,1.319461949
1489,-88.8525830324,1.31756159317
1488,-88.8533962838,1.31566184627
1487,-88.8542095086,1.3137627083
1486,-88.8550227068,1.31186417926
1485,-88.8558358785,1.30996625912
1484,-88.8566490237,1.3080689479
1483,-88.8574621424,1.30617224559
1482,-88.8582752347,1.30427615217
1481,-88.8590883006,1.30238066764
1480,-88.8599013402,1.300485792
1479,-88.8607143534,1.29859152524
1478,-88.8615273403,1.29669786735
1477,-88.862340301,1.29480481833
1476,-88.8631532354,1.29291237818
1475,-88.8639661437,1.29102054687
1474,-88.8647790258,1.28912932442
1473,-88.8655918818,1.28723871082
1472,-88.8664047117,1.28534870605
1471,-88.8672175156,1.28345931011
1470,-88.8680302935,1.281570523
1469,-88.8688430454,1.27968234471
1468,-88.8696557714,1.27779477523
1467,-88.8704684715,1.27590781456
1466,-88.8712811457,1.2740214627
1465,-88.8720937941,1.27213571962
1464,-88.8729064167,1.27025058534
1463,-88.8737190135,1.26836605985
1462,-88.8745315846,1.26648214313
1461,-88.87534413,1.26459883518
1460,-88.8761566498,1.262716136
1459,-88.8769691439,1.26083404558
1458,-88.8777816125,1.25895256391
1457,-88.8785940555,1.25707169099
1456,-88.879406473,1.25519142682
1455,-88.880218865,1.25331177137
1454,-88.8810312315,1.25143272466
1453,-88.8818435727,1.24955428668
1452,-88.8826558885,1.24767645741
1451,-88.8834681789,1.24579923685
1450,-88.8842804441,1.243922625
1449,-88.8850926839,1.24204662185
1448,-88.8859048986,1.24017122739
1447,-88.886717088,1.23829644162
1446,-88.8875292523,1.23642226454
1445,-88.8883413914,1.23454869612
1444,-88.8891535055,1.23267573638
1443,-88.8899655944,1.23080338531
1442,-88.8907776584,1.22893164289
1441,-88.8915896973,1.22706050912
1440,-88.8924017114,1.225189984
1439,-88.8932137004,1.22332006752
1438,-88.8940256646,1.22145075967
1437,-88.894837604,1.21958206045
1436,-88.8956495185,1.21771396986
1435,-88.8964614082,1.21584648787
1434,-88.8972732732,1.2139796145
1433,-88.8980851135,1.21211334974
1432,-88.898896929,1.21024769357
1431,-88.89970872,1.20838264599
1430,-88.9005204863,1.206518207
1429,-88.901332228,1.20465437659
1428,-88.9021439452,1.20279115475
1427,-88.9029556379,1.20092854148
1426,-88.9037673061,1.19906653678
1425,-88.9045789499,1.19720514062
1424,-88.9053905693,1.19534435302
1423,-88.9062021643,1.19348417397
1422,-88.9070137349,1.19162460345
1421,-88.9078252813,1.18976564146
1420,-88.9086368033,1.187907288
1419,-88.9094483012,1.18604954306
1418,-88.9102597748,1.18419240663
1417,-88.9110712243,1.18233587871
1416,-88.9118826496,1.1804799593
1415,-88.9126940509,1.17862464837
1414,-88.913505428,1.17676994594
1413,-88.9143167811,1.174915852
1412,-88.9151281103,1.17306236653
1411,-88.9159394155,1.17120948953
1410,-88.9167506967,1.169357221
1409,-88.917561954,1.16750556093
1408,-88.9183731875,1.16565450931
1407,-88.9191843972,1.16380406614
1406,-88.919995583,1.16195423142
1405,-88.9208067451,1.16010500512
1404,-88.9216178835,1.15825638726
1403,-88.9224289981,1.15640837783
1402,-88.9232400891,1.15456097681
1401,-88.9240511565,1.1527141842
1400,-88.9248622003,1.150868
1399,-88.9256732205,1.1490224242
1398,-88.9264842172,1.14717745679
1397,-88.9272951904,1.14533309777
1396,-88.9281061402,1.14348934714
1395,-88.9289170665,1.14164620487
1394,-88.9297279694,1.13980367098
1393,-88.930538849,1.13796174546
1392,-88.9313497052,1.13612042829
1391,-88.9321605382,1.13427971947
1390,-88.9329713479,1.132439619
1389,-88.9337821343,1.13060012687
1388,-88.9345928976,1.12876124307
1387,-88.9354036377,1.1269229676
1386,-88.9362143547,1.12508530046
1385,-88.9370250486,1.12324824162
1384,-88.9378357195,1.1214117911
1383,-88.9386463673,1.11957594889
1382,-88.9394569921,1.11774071497
1381,-88.940267594,1.11590608934
1380,-88.9410781729,1.114072072
1379,-88.941888729,1.11223866294
1378,-88.9426992622,1.11040586215
1377,-88.9435097725,1.10857366963
1376,-88.9443202601,1.10674208538
1375,-88.9451307249,1.10491110937
1374,-88.945941167,1.10308074162
1373,-88.9467515864,1.10125098212
1372,-88.9475619831,1.09942183085
1371,-88.9483723572,1.09759328781
1370,-88.9491827087,1.095765353
1369,-88.9499930376,1.09393802641
1368,-88.950803344,1.09211130803
1367,-88.9516136279,1.09028519786
1366,-88.9524238894,1.0884596959
1365,-88.9532341284,1.08663480212
1364,-88.954044345,1.08481051654
1363,-88.9548545392,1.08298683915
1362,-88.9556647112,1.08116376993
1361,-88.9564748608,1.07934130888
1360,-88.9572849881,1.077519456
1359,-88.9580950932,1.07569821128
1358,-88.9589051761,1.07387757471
1357,-88.9597152369,1.07205754629
1356,-88.9605252755,1.07023812602
1355,-88.961335292,1.06841931387
1354,-88.9621452864,1.06660110986
1353,-88.9629552588,1.06478351398
1352,-88.9637652092,1.06296652621
1351,-88.9645751376,1.06115014655
1350,-88.965385044,1.059334375
1349,-88.9661949286,1.05751921155
1348,-88.9670047912,1.05570465619
1347,-88.9678146321,1.05389070892
1346,-88.9686244511,1.05207736974
1345,-88.9694342483,1.05026463862
1344,-88.9702440238,1.04845251558
1343,-88.9710537776,1.04664100061
1342,-88.9718635097,1.04483009369
1341,-88.9726732201,1.04301979482
1340,-88.9734829089,1.041210104
1339,-88.9742925761,1.03940102122
1338,-88.9751022218,1.03759254647
1337,-88.975911846,1.03578467975
1336,-88.9767214486,1.03397742106
1335,-88.9775310298,1.03217077037
1334,-88.9783405896,1.0303647277
1333,-88.979150128,1.02855929304
1332,-88.979959645,1.02675446637
1331,-88.9807691407,1.02495024769
1330,-88.9815786151,1.023146637
1329,-88.9823880682,1.02134363429
1328,-88.9831975001,1.01954123955
1327,-88.9840069107,1.01773945278
1326,-88.9848163003,1.01593827398
1325,-88.9856256686,1.01413770312
1324,-88.9864350159,1.01233774022
1323,-88.9872443421,1.01053838527
1322,-88.9880536472,1.00873963825
1321,-88.9888629314,1.00694149916
1320,-88.9896721945,1.005143968
1319,-88.9904814367,1.00334704476
1318,-88.991290658,1.00155072943
1317,-88.9920998584,0.999755022013
1316,-88.9929090379,0.997959922496
1315,-88.9937181967,0.996165430875
1314,-88.9945273346,0.994371547144
1313,-88.9953364518,0.992578271297
1312,-88.9961455482,0.990785603328
1311,-88.996954624,0.988993543231
1310,-88.997763679,0.987202091
1309,-88.9985727135,0.985411246629
1308,-88.9993817274,0.983621010112
1307,-89.0001907206,0.981831381443
1306,-89.0009996934,0.980042360616
1305,-89.0018086456,0.978253947625
1304,-89.0026175774,0.976466142464
1303,-89.0034264887,0.974678945127
1302,-89.0042353796,0.972892355608
1301,-89.0050442501,0.971106373901
1300,-89.0058531003,0.969321
1299,-89.0066619301,0.967536233899
1298,-89.0074707397,0.965752075592
1297,-89.008279529,0.963968525073
1296,-89.009088298,0.962185582336
1295,-89.0098970469,0.960403247375
1294,-89.0107057756,0.958621520184
1293,-89.0115144842,0.956840400757
1292,-89.0123231727,0.955059889088
1291,-89.0131318411,0.953279985171
1290,-89.0139404894,0.951500689
1289,-89.0147491178,0.949722000569
1288,-89.0155577262,0.947943919872
1287,-89.0163663146,0.946166446903
1286,-89.0171748831,0.944389581656
1285,-89.0179834317,0.942613324125
1284,-89.0187919605,0.940837674304
1283,-89.0196004695,0.939062632187
1282,-89.0204089586,0.937288197768
1281,-89.021217428,0.935514371041
1280,-89.0220258777,0.933741152
1279,-89.0228343076,0.931968540639
1278,-89.0236427179,0.930196536952
1277,-89.0244511086,0.928425140933
1276,-89.0252594796,0.926654352576
1275,-89.0260678311,0.924884171875
1274,-89.026876163,0.923114598824
1273,-89.0276844754,0.921345633417
1272,-89.0284927683,0.919577275648
1271,-89.0293010418,0.917809525511
1270,-89.0301092958,0.916042383
1269,-89.0309175305,0.914275848109
1268,-89.0317257457,0.912509920832
1267,-89.0325339417,0.910744601163
1266,-89.0333421183,0.908979889096
1265,-89.0341502757,0.907215784625
1264,-89.0349584138,0.905452287744
1263,-89.0357665327,0.903689398447
1262,-89.0365746324,0.901927116728
1261,-89.037382713,0.900165442581
1260,-89.0381907745,0.898404376
1259,-89.0389988168,0.896643916979
1258,-89.0398068401,0.894884065512
1257,-89.0406148444,0.893124821593
1256,-89.0414228297,0.891366185216
1255,-89.042230796,0.889608156375
1254,-89.0430387433,0.887850735064
1253,-89.0438466718,0.886093921277
1252,-89.0446545814,0.884337715008
1251,-89.0454624721,0.882582116251
1250,-89.046270344,0.880827125
1249,-89.0470781971,0.879072741249
1248,-89.0478860314,0.877318964992
1247,-89.0486938471,0.875565796223
1246,-89.049501644,0.873813234936
1245,-89.0503094222,0.872061281125
1244,-89.0511171818,0.870309934784
1243,-89.0519249228,0.868559195907
1242,-89.0527326453,0.866809064488
1241,-89.0535403491,0.865059540521
1240,-89.0543480345,0.863310624
1239,-89.0551557013,0.861562314919
1238,-89.0559633497,0.859814613272
1237,-89.0567709797,0.858067519053
1236,-89.0575785912,0.856321032256
1235,-89.0583861844,0.854575152875
1234,-89.0591937593,0.852829880904
1233,-89.0600013158,0.851085216337
1232,-89.0608088541,0.849341159168
1231,-89.061616374,0.847597709391
1230,-89.0624238758,0.845854867
1229,-89.0632313594,0.844112631989
1228,-89.0640388248,0.842371004352
1227,-89.0648462721,0.840629984083
1226,-89.0656537012,0.838889571176
1225,-89.0664611123,0.837149765625
1224,-89.0672685054,0.835410567424
1223,-89.0680758804,0.833671976567
1222,-89.0688832374,0.831933993048
1221,-89.0696905765,0.830196616861
1220,-89.0704978977,0.828459848
1219,-89.0713052009,0.826723686459
1218,-89.0721124863,0.824988132232
1217,-89.0729197538,0.823253185313
1216,-89.0737270035,0.821518845696
1215,-89.0745342355,0.819785113375
1214,-89.0753414497,0.818051988344
1213,-89.0761486461,0.816319470597
1212,-89.0769558249,0.814587560128
1211,-89.077762986,0.812856256931
1210,-89.0785701294,0.811125561
1209,-89.0793772553,0.809395472329
1208,-89.0801843635,0.807665990912
1207,-89.0809914542,0.805937116743
1206,-89.0817985274,0.804208849816
1205,-89.0826055831,0.802481190125
1204,-89.0834126214,0.800754137664
1203,-89.0842196421,0.799027692427
1202,-89.0850266455,0.797301854408
1201,-89.0858336316,0.795576623601
1200,-89.0866406002,0.793852
1199,-89.0874475516,0.792127983599
1198,-89.0882544856,0.790404574392
1197,-89.0890614024,0.788681772373
1196,-89.089868302,0.786959577536
1195,-89.0906751843,0.785237989875
1194,-89.0914820495,0.783517009384
1193,-89.0922888975,0.781796636057
1192,-89.0930957284,0.780076869888
1191,-89.0939025422,0.778357710871
1190,-89.094709339,0.776639159
1189,-89.0955161187,0.774921214269
1188,-89.0963228814,0.773203876672
1187,-89.0971296272,0.771487146203
1186,-89.097936356,0.769771022856
1185,-89.0987430679,0.768055506625
1184,-89.0995497628,0.766340597504
1183,-89.100356441,0.764626295487
1182,-89.1011631023,0.762912600568
1181,-89.1019697467,0.761199512741
1180,-89.1027763745,0.759487032
1179,-89.1035829854,0.757775158339
1178,-89.1043895796,0.756063891752
1177,-89.1051961572,0.754353232233
1176,-89.1060027181,0.752643179776
1175,-89.1068092623,0.750933734375
1174,-89.10761579,0.749224896024
1173,-89.108422301,0.747516664717
1172,-89.1092287955,0.745809040448
1171,-89.1100352735,0.744102023211
1170,-89.110841735,0.742395613
1169,-89.11164818,0.740689809809
1168,-89.1124546086,0.738984613632
1167,-89.1132610208,0.737280024463
1166,-89.1140674166,0.735576042296
1165,-89.114873796,0.733872667125
1164,-89.1156801591,0.732169898944
1163,-89.1164865059,0.730467737747
1162,-89.1172928365,0.728766183528
1161,-89.1180991508,0.727065236281
1160,-89.1189054488,0.725364896
1159,-89.1197117307,0.723665162679
1158,-89.1205179965,0.721966036312
1157,-89.1213242461,0.720267516893
1156,-89.1221304796,0.718569604416
1155,-89.122936697,0.716872298875
1154,-89.1237428984,0.715175600264
1153,-89.1245490837,0.713479508577
1152,-89.1253552531,0.711784023808
1151,-89.1261614065,0.710089145951
1150,-89.126967544,0.708394875
1149,-89.1277736655,0.706701210949
1148,-89.1285797712,0.705008153792
1147,-89.129385861,0.703315703523
1146,-89.130191935,0.701623860136
1145,-89.1309979931,0.699932623625
1144,-89.1318040356,0.698241993984
1143,-89.1326100622,0.696551971207
1142,-89.1334160732,0.694862555288
1141,-89.1342220684,0.693173746221
1140,-89.135028048,0.691485544
1139,-89.135834012,0.689797948619
1138,-89.1366399604,0.688110960072
1137,-89.1374458931,0.686424578353
1136,-89.1382518104,0.684738803456
1135,-89.139057712,0.683053635375
1134,-89.1398635982,0.681369074104
1133,-89.140669469,0.679685119637
